Question ID,Question Title,Question Slug,Topic Tagged text,Topic Tagged ID
865,Robot Room Cleaner,robot-room-cleaner,"Backtracking,Interactive","VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjYxMDU5"
490,The Maze,the-maze,"Depth-First Search,Breadth-First Search,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0"
491,Increasing Subsequences,increasing-subsequences,"Array,Hash Table,Backtracking,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5"
492,Construct the Rectangle,construct-the-rectangle,Math,VG9waWNUYWdOb2RlOjg=
493,Reverse Pairs,reverse-pairs,"Array,Binary Search,Divide and Conquer,Binary Indexed Tree,Segment Tree,Merge Sort,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjI4,VG9waWNUYWdOb2RlOjI5,VG9waWNUYWdOb2RlOjYxMDUx,VG9waWNUYWdOb2RlOjYxMDcw"
494,Target Sum,target-sum,"Array,Dynamic Programming,Backtracking","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0"
495,Teemo Attacking,teemo-attacking,"Array,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDU1"
496,Next Greater Element I,next-greater-element-i,"Array,Hash Table,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0"
914,Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,"Math,Binary Search,Reservoir Sampling,Prefix Sum,Ordered Set,Randomized","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjM2,VG9waWNUYWdOb2RlOjYxMDY4,VG9waWNUYWdOb2RlOjYxMDcw,VG9waWNUYWdOb2RlOjYxMDc1"
498,Diagonal Traverse,diagonal-traverse,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
499,The Maze III,the-maze-iii,"Depth-First Search,Breadth-First Search,Graph,Heap (Priority Queue),Shortest Path","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDc2"
500,Keyboard Row,keyboard-row,"Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
501,Find Mode in Binary Search Tree,find-mode-in-binary-search-tree,"Tree,Depth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3"
502,IPO,ipo,"Array,Greedy,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
503,Next Greater Element II,next-greater-element-ii,"Array,Stack,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjYxMDU0"
504,Base 7,base-7,Math,VG9waWNUYWdOb2RlOjg=
505,The Maze II,the-maze-ii,"Depth-First Search,Breadth-First Search,Graph,Heap (Priority Queue),Shortest Path","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDc2"
506,Relative Ranks,relative-ranks,"Array,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
507,Perfect Number,perfect-number,Math,VG9waWNUYWdOb2RlOjg=
508,Most Frequent Subtree Sum,most-frequent-subtree-sum,"Hash Table,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
1013,Fibonacci Number,fibonacci-number,"Math,Dynamic Programming,Recursion,Memoization","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjMx,VG9waWNUYWdOb2RlOjMz"
509,Inorder Successor in BST II,inorder-successor-in-bst-ii,"Tree,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3"
1179,Game Play Analysis I,game-play-analysis-i,Database,VG9waWNUYWdOb2RlOjYxMDQz
1180,Game Play Analysis II,game-play-analysis-ii,Database,VG9waWNUYWdOb2RlOjYxMDQz
513,Find Bottom Left Tree Value,find-bottom-left-tree-value,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
514,Freedom Trail,freedom-trail,"String,Dynamic Programming,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
515,Find Largest Value in Each Tree Row,find-largest-value-in-each-tree-row,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
516,Longest Palindromic Subsequence,longest-palindromic-subsequence,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
517,Super Washing Machines,super-washing-machines,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
518,Coin Change 2,coin-change-2,"Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz"
913,Random Flip Matrix,random-flip-matrix,"Hash Table,Math,Reservoir Sampling,Randomized","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM2,VG9waWNUYWdOb2RlOjYxMDc1"
520,Detect Capital,detect-capital,String,VG9waWNUYWdOb2RlOjEw
521,Longest Uncommon Subsequence I,longest-uncommon-subsequence-i,String,VG9waWNUYWdOb2RlOjEw
522,Longest Uncommon Subsequence II,longest-uncommon-subsequence-ii,"Array,Hash Table,Two Pointers,String,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5"
523,Continuous Subarray Sum,continuous-subarray-sum,"Array,Hash Table,Math,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDY4"
524,Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,"Array,Two Pointers,String,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5"
525,Contiguous Array,contiguous-array,"Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4"
526,Beautiful Arrangement,beautiful-arrangement,"Array,Dynamic Programming,Backtracking,Bit Manipulation,Bitmask","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDc4"
527,Word Abbreviation,word-abbreviation,"Array,String,Greedy,Trie,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDQ5"
912,Random Pick with Weight,random-pick-with-weight,"Math,Binary Search,Prefix Sum,Randomized","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDY4,VG9waWNUYWdOb2RlOjYxMDc1"
529,Minesweeper,minesweeper,"Array,Depth-First Search,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
530,Minimum Absolute Difference in BST,minimum-absolute-difference-in-bst,"Tree,Depth-First Search,Breadth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3"
531,Lonely Pixel I,lonely-pixel-i,"Array,Hash Table,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDUz"
532,K-diff Pairs in an Array,k-diff-pairs-in-an-array,"Array,Hash Table,Two Pointers,Binary Search,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5"
533,Lonely Pixel II,lonely-pixel-ii,"Array,Hash Table,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDUz"
1181,Game Play Analysis III,game-play-analysis-iii,Database,VG9waWNUYWdOb2RlOjYxMDQz
535,Encode and Decode TinyURL,encode-and-decode-tinyurl,"Hash Table,String,Design,Hash Function","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDY1"
536,Construct Binary Tree from String,construct-binary-tree-from-string,"String,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
537,Complex Number Multiplication,complex-number-multiplication,"Math,String,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
538,Convert BST to Greater Tree,convert-bst-to-greater-tree,"Tree,Depth-First Search,Binary Search Tree,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjMw,VG9waWNUYWdOb2RlOjYxMDU3"
539,Minimum Time Difference,minimum-time-difference,"Array,Math,String,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDQ5"
540,Single Element in a Sorted Array,single-element-in-a-sorted-array,"Array,Binary Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx"
541,Reverse String II,reverse-string-ii,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
542,01 Matrix,01-matrix,"Array,Dynamic Programming,Breadth-First Search,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDUz"
543,Diameter of Binary Tree,diameter-of-binary-tree,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
544,Output Contest Matches,output-contest-matches,"String,Recursion,Simulation","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjMx,VG9waWNUYWdOb2RlOjYxMDU1"
545,Boundary of Binary Tree,boundary-of-binary-tree,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
546,Remove Boxes,remove-boxes,"Array,Dynamic Programming,Memoization","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjMz"
547,Number of Provinces,number-of-provinces,"Depth-First Search,Breadth-First Search,Union Find,Graph","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0"
548,Split Array with Equal Sum,split-array-with-equal-sum,"Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4"
549,Binary Tree Longest Consecutive Sequence II,binary-tree-longest-consecutive-sequence-ii,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
1182,Game Play Analysis IV,game-play-analysis-iv,Database,VG9waWNUYWdOb2RlOjYxMDQz
551,Student Attendance Record I,student-attendance-record-i,String,VG9waWNUYWdOb2RlOjEw
552,Student Attendance Record II,student-attendance-record-ii,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
553,Optimal Division,optimal-division,"Array,Math,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz"
554,Brick Wall,brick-wall,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
555,Split Concatenated Strings,split-concatenated-strings,"Array,String,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3"
556,Next Greater Element III,next-greater-element-iii,"Math,Two Pointers,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
557,Reverse Words in a String III,reverse-words-in-a-string-iii,"Two Pointers,String","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw"
773,Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees,"Divide and Conquer,Tree","VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjIw"
774,Maximum Depth of N-ary Tree,maximum-depth-of-n-ary-tree,"Tree,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
560,Subarray Sum Equals K,subarray-sum-equals-k,"Array,Hash Table,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDY4"
561,Array Partition I,array-partition-i,"Array,Greedy,Sorting,Counting Sort","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDcy"
562,Longest Line of Consecutive One in Matrix,longest-line-of-consecutive-one-in-matrix,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
563,Binary Tree Tilt,binary-tree-tilt,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
564,Find the Closest Palindrome,find-the-closest-palindrome,"Math,String","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw"
565,Array Nesting,array-nesting,"Array,Depth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx"
566,Reshape the Matrix,reshape-the-matrix,"Array,Matrix,Simulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDU1"
567,Permutation in String,permutation-in-string,"Hash Table,Two Pointers,String,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjU1ODIx"
568,Maximum Vacation Days,maximum-vacation-days,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz"
569,Median Employee Salary,median-employee-salary,Database,VG9waWNUYWdOb2RlOjYxMDQz
570,Managers with at Least 5 Direct Reports,managers-with-at-least-5-direct-reports,Database,VG9waWNUYWdOb2RlOjYxMDQz
571,Find Median Given Frequency of Numbers,find-median-given-frequency-of-numbers,Database,VG9waWNUYWdOb2RlOjYxMDQz
572,Subtree of Another Tree,subtree-of-another-tree,"Tree,Depth-First Search,String Matching,Binary Tree,Hash Function","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDUy,VG9waWNUYWdOb2RlOjYxMDU3,VG9waWNUYWdOb2RlOjYxMDY1"
573,Squirrel Simulation,squirrel-simulation,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
574,Winning Candidate,winning-candidate,Database,VG9waWNUYWdOb2RlOjYxMDQz
575,Distribute Candies,distribute-candies,"Array,Hash Table","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY="
576,Out of Boundary Paths,out-of-boundary-paths,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
577,Employee Bonus,employee-bonus,Database,VG9waWNUYWdOb2RlOjYxMDQz
578,Get Highest Answer Rate Question,get-highest-answer-rate-question,Database,VG9waWNUYWdOb2RlOjYxMDQz
579,Find Cumulative Salary of an Employee,find-cumulative-salary-of-an-employee,Database,VG9waWNUYWdOb2RlOjYxMDQz
580,Count Student Number in Departments,count-student-number-in-departments,Database,VG9waWNUYWdOb2RlOjYxMDQz
581,Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,"Array,Two Pointers,Stack,Greedy,Sorting,Monotonic Stack","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDU0"
582,Kill Process,kill-process,"Array,Hash Table,Tree,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy"
583,Delete Operation for Two Strings,delete-operation-for-two-strings,"String,Dynamic Programming","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz"
584,Find Customer Referee,find-customer-referee,Database,VG9waWNUYWdOb2RlOjYxMDQz
585,Investments in 2016,investments-in-2016,Database,VG9waWNUYWdOb2RlOjYxMDQz
586,Customer Placing the Largest Number of Orders,customer-placing-the-largest-number-of-orders,Database,VG9waWNUYWdOb2RlOjYxMDQz
587,Erect the Fence,erect-the-fence,"Array,Math,Geometry","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4"
588,Design In-Memory File System,design-in-memory-file-system,"Hash Table,String,Design,Trie","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI3"
775,N-ary Tree Preorder Traversal,n-ary-tree-preorder-traversal,"Stack,Tree,Depth-First Search","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx"
776,N-ary Tree Postorder Traversal,n-ary-tree-postorder-traversal,"Stack,Tree,Depth-First Search","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx"
591,Tag Validator,tag-validator,"String,Stack","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1"
592,Fraction Addition and Subtraction,fraction-addition-and-subtraction,"Math,String,Simulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDU1"
593,Valid Square,valid-square,"Math,Geometry","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM4"
594,Longest Harmonious Subsequence,longest-harmonious-subsequence,"Array,Hash Table,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjYxMDQ5"
595,Big Countries,big-countries,Database,VG9waWNUYWdOb2RlOjYxMDQz
596,Classes More Than 5 Students,classes-more-than-5-students,Database,VG9waWNUYWdOb2RlOjYxMDQz
597,Friend Requests I: Overall Acceptance Rate,friend-requests-i-overall-acceptance-rate,Database,VG9waWNUYWdOb2RlOjYxMDQz
598,Range Addition II,range-addition-ii,"Array,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg="
599,Minimum Index Sum of Two Lists,minimum-index-sum-of-two-lists,"Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
600,Non-negative Integers without Consecutive Ones,non-negative-integers-without-consecutive-ones,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
601,Human Traffic of Stadium,human-traffic-of-stadium,Database,VG9waWNUYWdOb2RlOjYxMDQz
602,Friend Requests II: Who Has the Most Friends,friend-requests-ii-who-has-the-most-friends,Database,VG9waWNUYWdOb2RlOjYxMDQz
603,Consecutive Available Seats,consecutive-available-seats,Database,VG9waWNUYWdOb2RlOjYxMDQz
604,Design Compressed String Iterator,design-compressed-string-iterator,"Array,Hash Table,String,Design,Iterator","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDY0"
605,Can Place Flowers,can-place-flowers,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
606,Construct String from Binary Tree,construct-string-from-binary-tree,"String,Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3"
607,Sales Person,sales-person,Database,VG9waWNUYWdOb2RlOjYxMDQz
608,Tree Node,tree-node,Database,VG9waWNUYWdOb2RlOjYxMDQz
609,Find Duplicate File in System,find-duplicate-file-in-system,"Array,Hash Table,String","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw"
610,Triangle Judgement,triangle-judgement,Database,VG9waWNUYWdOb2RlOjYxMDQz
611,Valid Triangle Number,valid-triangle-number,"Array,Two Pointers,Binary Search,Greedy,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5"
612,Shortest Distance in a Plane,shortest-distance-in-a-plane,Database,VG9waWNUYWdOb2RlOjYxMDQz
613,Shortest Distance in a Line,shortest-distance-in-a-line,Database,VG9waWNUYWdOb2RlOjYxMDQz
614,Second Degree Follower,second-degree-follower,Database,VG9waWNUYWdOb2RlOjYxMDQz
615,Average Salary: Departments VS Company,average-salary-departments-vs-company,Database,VG9waWNUYWdOb2RlOjYxMDQz
616,Add Bold Tag in String,add-bold-tag-in-string,"Array,Hash Table,String,Trie,String Matching","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjI3,VG9waWNUYWdOb2RlOjYxMDUy"
617,Merge Two Binary Trees,merge-two-binary-trees,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
618,Students Report By Geography,students-report-by-geography,Database,VG9waWNUYWdOb2RlOjYxMDQz
619,Biggest Single Number,biggest-single-number,Database,VG9waWNUYWdOb2RlOjYxMDQz
620,Not Boring Movies,not-boring-movies,Database,VG9waWNUYWdOb2RlOjYxMDQz
621,Task Scheduler,task-scheduler,"Array,Hash Table,Greedy,Sorting,Heap (Priority Queue),Counting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDYy"
860,Design Circular Queue,design-circular-queue,"Array,Linked List,Design,Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0"
623,Add One Row to Tree,add-one-row-to-tree,"Tree,Depth-First Search,Breadth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjYxMDU3"
624,Maximum Distance in Arrays,maximum-distance-in-arrays,"Array,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3"
625,Minimum Factorization,minimum-factorization,"Math,Greedy","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE3"
626,Exchange Seats,exchange-seats,Database,VG9waWNUYWdOb2RlOjYxMDQz
627,Swap Salary,swap-salary,Database,VG9waWNUYWdOb2RlOjYxMDQz
628,Maximum Product of Three Numbers,maximum-product-of-three-numbers,"Array,Math,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDQ5"
629,K Inverse Pairs Array,k-inverse-pairs-array,Dynamic Programming,VG9waWNUYWdOb2RlOjEz
630,Course Schedule III,course-schedule-iii,"Array,Greedy,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDUw"
631,Design Excel Sum Formula,design-excel-sum-formula,"Graph,Design,Topological Sort","VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjI2"
632,Smallest Range Covering Elements from K Lists,smallest-range-covering-elements-from-k-lists,"Array,Hash Table,Greedy,Sliding Window,Sorting,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjU1ODIx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw"
